,Entrez_Gene_Id,counts,Perc_Bi_Allelic
793,142,3,0.0
794,9256,3,0.0
795,9248,3,0.0
796,3101,3,0.0
797,11190,3,0.0
798,58512,3,0.0
799,5116,3,0.0
800,23549,3,0.0
801,8927,3,0.0
802,221935,3,0.0
803,1380,3,0.0
804,7511,3,0.0
805,285489,3,0.0
806,23312,3,0.0
807,2834,3,0.0
808,2842,3,0.0
809,4897,3,0.0
810,11054,3,0.0
811,25888,3,0.0
812,23344,3,0.0
813,9472,3,0.0
814,554226,3,0.0
815,827,3,0.0
816,64324,3,0.0
817,2898,3,0.0
818,899,3,0.0
819,285600,3,0.0
820,55737,3,0.0
821,5896,3,0.0
822,55729,3,0.0
823,11173,3,0.0
824,22861,3,0.0
825,441024,3,0.0
826,7058,3,0.0
827,10051,3,0.0
828,219595,3,0.0
829,27124,3,0.0
830,10752,3,0.0
831,7380,3,0.0
832,84433,3,0.0
833,1824,3,0.0
834,23236,3,0.0
835,85456,3,0.0
836,114134,3,0.0
837,4541,3,0.0
838,284434,3,0.0
839,84441,3,0.0
840,257397,3,0.0
841,2214,3,0.0
842,480,3,0.0
843,50944,3,0.0
844,57828,3,0.0
845,170394,3,0.0
846,171482,3,0.0
847,284123,3,0.0
848,286451,3,0.0
849,79813,3,0.0
850,3910,3,0.0
851,7498,3,0.0
852,347734,3,0.0
853,27076,3,0.0
854,353189,3,0.0
855,85865,3,0.0
856,6185,3,0.0
857,8411,3,0.0
858,285659,3,0.0
859,388468,3,0.0
860,80342,3,0.0
861,5029,3,0.0
862,2041,3,0.0
863,8170,3,0.0
864,4514,3,0.0
865,7099,3,0.0
866,55922,3,0.0
867,2528,3,0.0
868,9024,3,0.0
869,10060,3,0.0
870,57829,3,0.0
871,83889,3,0.0
872,201627,3,0.0
873,25981,3,0.0
874,51332,3,0.0
875,55117,3,0.0
876,51696,3,0.0
877,89932,3,0.0
878,9956,3,0.0
879,85377,3,0.0
880,11122,3,0.0
881,168507,3,0.0
882,27434,3,0.0
883,5802,3,0.0
884,54549,3,0.0
885,55655,3,0.0
886,3792,3,0.0
887,6548,3,0.0
888,23211,3,0.0
889,3718,3,0.0
890,4485,3,0.0
891,64800,3,0.0
892,25891,3,0.0
893,2897,3,0.0
894,204474,3,0.0
895,23266,3,0.0
896,735,3,0.0
897,5771,3,0.0
898,9915,3,0.0
899,728635,3,0.0
900,7755,3,0.0
901,9907,3,0.0
902,23299,3,0.0
903,1616,3,0.0
904,386676,3,0.0
905,8972,3,0.0
906,824,3,0.0
907,23194,3,0.0
908,84162,3,0.0
909,81622,3,0.0
910,22844,3,0.0
911,4626,3,0.0
912,139804,3,0.0
913,80332,3,0.0
914,254827,3,0.0
915,6710,3,0.0
916,8499,3,0.0
917,1287,3,0.0
918,51761,3,0.0
919,4666,3,0.0
920,23114,3,0.0
921,22807,3,0.0
922,27315,3,0.0
923,881,3,0.0
924,10013,3,0.0
925,576,3,0.0
926,10562,3,0.0
927,22948,3,0.0
928,165215,3,0.0
929,9843,3,0.0
930,122402,3,0.0
931,138802,3,0.0
932,2894,3,0.0
933,9851,3,0.0
934,1769,3,0.0
935,23046,3,0.0
936,284498,3,0.0
937,22915,3,0.0
938,128822,3,0.0
939,1000,3,0.0
940,57582,3,0.0
941,1288,3,0.0
942,3361,3,0.0
943,57589,3,0.0
944,27146,3,0.0
945,390649,3,0.0
946,7840,3,0.0
