,SRR2135314,SRR2135317,SRR2135318,SRR2135323,SRR2135333,SRR2135349,SRR2135356,SRR2135358,SRR2135365,SRR2135366,SRR2135373,SRR2135380,SRR2135383,SRR2135384,SRR2135385,SRR2135387,SRR2135388,SRR2135412,SRR1499675,SRR1500661,SRR1500868,SRR2135288,SRR2135295,SRR2135296,SRR2135312,SRR1490404,SRR1490546,SRR1498249,SRR1498550,SRR1498861,SRR1499040,SRR1499193,SRR1499395,SRR1487890,SRR1488651,SRR1488672,SRR1488790,SRR1489137,SRR1489502,SRR1489757,SRR1490019,SRR1486097,SRR1487194,SRR1487685,SRR1487764,SRR1487784,SRR1487867,SRR1480059,SRR1480153,SRR1480347,SRR1480988,SRR1481146,SRR1485438,SRR1485459,SRR1478113,SRR1478637,SRR1478768,SRR1478789,SRR1478855,SRR1478878,SRR1479431,SRR1479489,SRR1475633,SRR1476255,SRR1476485,SRR1476571,SRR1476760,SRR1477125,SRR1473385,SRR1473674,SRR1474396,SRR1474440,SRR1474553,SRR1474777,SRR1474908,SRR1474951,SRR1475128,SRR1475168,SRR1471690,SRR1471817,SRR1471943,SRR1472012,SRR1472728,SRR1473016,SRR1473275,SRR1468931,SRR1468955,SRR1469904,SRR1470175,SRR1470665,SRR1470751,SRR1466728,SRR1466993,SRR1467680,SRR1468028,SRR1468314,SRR1468514,SRR1468787,SRR1468804,SRR1464724,SRR1465064,SRR1465632,SRR1465674,SRR1465917,SRR1466321,SRR1466490,SRR1458789,SRR1458992,SRR1459441,SRR1459761,SRR1459804,SRR1459889,SRR1464226,SRR1464373,SRR1464451,SRR1457437,SRR1457482,SRR1457503,SRR1457682,SRR1457727,SRR1458465,SRR1454289,SRR1454803,SRR1455369,SRR1455565,SRR1455631,SRR1455653,SRR1455783,SRR1455878,SRR1455925,SRR1456051,SRR1452292,SRR1452556,SRR1453047,SRR1453277,SRR1453341,SRR1453591,SRR1453702,SRR1453831,SRR1453851,SRR1453893,SRR1453991,SRR1446806,SRR1446979,SRR1446996,SRR1447124,SRR1447416,SRR1447547,SRR1447693,SRR1447760,SRR1444460,SRR1444580,SRR1444622,SRR1444678,SRR1445149,SRR1445218,SRR1445468,SRR1445939,SRR1445960,SRR1446203,SRR1442127,SRR1442571,SRR1443633,SRR1443755,SRR1443776,SRR1444083,SRR1439873,SRR1440032,SRR1440179,SRR1440467,SRR1440787,SRR1440986,SRR1441546,SRR1441745,SRR1435775,SRR1435857,SRR1436169,SRR1436187,SRR1436228,SRR1437186,SRR1437538,SRR1437555,SRR1433729,SRR1433796,SRR1433971,SRR1434436,SRR1434526,SRR1434999,SRR1435020,SRR1435090,SRR1435293,SRR1435484,SRR1435643,SRR1431493,SRR1431948,SRR1432123,SRR1432275,SRR1432587,SRR1432890,SRR1433088,SRR1433152,SRR1433476,SRR1429912,SRR1430202,SRR1430860,SRR1431121,SRR1431248,SRR1420148,SRR1421048,SRR1421177,SRR1417524,SRR1417749,SRR1417827,SRR1417912,SRR1418127,SRR1418302,SRR1418433,SRR1418837,SRR1418992,SRR1419187,SRR1415234,SRR1415355,SRR1415919,SRR1415938,SRR1416074,SRR1416362,SRR1416434,SRR1416477,SRR1416754,SRR1416773,SRR1417047,SRR1412928,SRR1412969,SRR1413008,SRR1413100,SRR1413522,SRR1413562,SRR1414161,SRR1414185,SRR1414209,SRR1414515,SRR1414595,SRR1414613,SRR1414637,SRR1414792,SRR1414897,SRR1408368,SRR1408512,SRR1409084,SRR1409790,SRR1410242,SRR1407334,SRR1408091,SRR1408208,SRR1403412,SRR1403434,SRR1403544,SRR1403611,SRR1404062,SRR1404147,SRR1404227,SRR1404507,SRR1404856,SRR1405054,SRR1405289,SRR1400869,SRR1401424,SRR1401528,SRR1402091,SRR1402590,SRR1402772,SRR1402900,SRR1403089,SRR1398863,SRR1399028,SRR1399156,SRR1399201,SRR1399247,SRR1399779,SRR1400312,SRR1395999,SRR1396078,SRR1396595,SRR1396640,SRR1396724,SRR1397008,SRR1397744,SRR1397762,SRR1391769,SRR1391922,SRR1392615,SRR1392985,SRR1394275,SRR1394544,SRR1388480,SRR1388891,SRR1389199,SRR1389384,SRR1389409,SRR1389979,SRR1390203,SRR1390391,SRR1390456,SRR1390499,SRR1390540,SRR1390601,SRR1386708,SRR1387264,SRR1387397,SRR1387516,SRR1387809,SRR1388064,SRR1388190,SRR1388214,SRR1381673,SRR1381953,SRR1382440,SRR1382732,SRR1383037,SRR1383059,SRR1383213,SRR1383283,SRR1383763,SRR1383984,SRR1384331,SRR1376830,SRR1377492,SRR1377537,SRR1379384,SRR1379426,SRR1380591,SRR1380806,SRR1380886,SRR1381140,SRR1381306,SRR1381505,SRR1341321,SRR1343456,SRR1348159,SRR1354053,SRR1356619,SRR1357523,SRR1357541,SRR1360766,SRR1361072,SRR1362688,SRR1370363,SRR1323404,SRR1376426,SRR1376718,SRR1376852,SRR1379238,SRR1373858,SRR1374373,SRR1374585,SRR1374739,SRR1375571,SRR1375721,SRR1375976,SRR1367630,SRR1367943,SRR1368772,SRR1368815,SRR1364641,SRR1364676,SRR1365313,SRR1365471,SRR1365575,SRR1365679,SRR1365743,SRR1366473,SRR1359821,SRR1360128,SRR1360545,SRR1360563,SRR1361567,SRR1361692,SRR1362532,SRR1357389,SRR1357478,SRR1357618,SRR1358102,SRR1358143,SRR1358367,SRR1358645,SRR1359630,SRR1359694,SRR1359760,SRR1354338,SRR1354446,SRR1354532,SRR1354734,SRR1355150,SRR1355997,SRR1356444,SRR1356725,SRR1350997,SRR1352507,SRR1352954,SRR1353176,SRR1353376,SRR1353461,SRR1353878,SRR1348248,SRR1348360,SRR1349320,SRR1349409,SRR1349456,SRR1349479,SRR1349562,SRR1350002,SRR1350239,SRR1344445,SRR1345178,SRR1345244,SRR1345871,SRR1346734,SRR1346838,SRR1347082,SRR1347959,SRR1341277,SRR1341365,SRR1341387,SRR1341626,SRR1341702,SRR1341763,SRR1341877,SRR1342045,SRR1343175,SRR1343324,SRR1343481,SRR1343967,SRR1339573,SRR1339788,SRR1340325,SRR1340862,SRR1336548,SRR1337098,SRR1337412,SRR1337794,SRR1337864,SRR1337953,SRR1338103,SRR1338219,SRR1338257,SRR1338513,SRR1338705,SRR1334314,SRR1334564,SRR1334866,SRR1335236,SRR1335400,SRR1335446,SRR1335984,SRR1336314,SRR1331751,SRR1331858,SRR1332796,SRR1333741,SRR1333930,SRR1329726,SRR1329909,SRR1330609,SRR1330746,SRR1330901,SRR1331037,SRR1331335,SRR1331488,SRR1331579,SRR1327303,SRR1327593,SRR1327872,SRR1328360,SRR1328487,SRR1328738,SRR1328760,SRR1328895,SRR1328960,SRR1329108,SRR1323746,SRR1324102,SRR1324295,SRR1324371,SRR1324412,SRR1324519,SRR1325290,SRR1325690,SRR1326020,SRR1326179,SRR1321765,SRR1321877,SRR1322028,SRR1322312,SRR1322816,SRR1323043,SRR1323491,SRR1320203,SRR1320280,SRR1317344,SRR1317387,SRR1317532,SRR1317554,SRR1318503,SRR1316096,SRR1316553,SRR1311794,SRR1312388,SRR1310136,SRR1310253,SRR1105248,SRR1105513,SRR1120363,SRR1120711,SRR1120825,SRR1120939,SRR1100991,SRR1101542,SRR1101883,SRR1101981,SRR1102055,SRR1102152,SRR1102272,SRR1102369,SRR1102899,SRR1098122,SRR1098146,SRR1098192,SRR1098361,SRR1098495,SRR1098543,SRR1098588,SRR1098737,SRR1098855,SRR1098928,SRR1099499,SRR1099833,SRR1099905,SRR1100632,SRR1100776,SRR1100800,SRR1095913,SRR1096247,SRR1097320,SRR1097618,SRR1097777,SRR1097883,SRR1092937,SRR1093340,SRR1093390,SRR1093434,SRR1093504,SRR1093577,SRR1093861,SRR1094555,SRR1095383,SRR1095407,SRR1095479,SRR1095651,SRR1090556,SRR1091032,SRR1091144,SRR1091356,SRR1091548,SRR1091865,SRR1092136,SRR1092184,SRR1092281,SRR1087728,SRR1088068,SRR1088117,SRR1088291,SRR1088413,SRR1088537,SRR1088680,SRR1088782,SRR1088878,SRR1089446,SRR1089537,SRR1089688,SRR1089737,SRR1090095,SRR1085450,SRR1085495,SRR1085975,SRR1086070,SRR1086256,SRR1087007,SRR1087101,SRR1087321,SRR1082933,SRR1082957,SRR1083149,SRR1083191,SRR1083262,SRR1083360,SRR1083408,SRR1083632,SRR1083983,SRR1084252,SRR1084323,SRR1084649,SRR1084842,SRR1085187,SRR1085310,SRR1080624,SRR1080672,SRR1081092,SRR1081184,SRR1081235,SRR1081259,SRR1081717,SRR1081741,SRR1081935,SRR1082080,SRR1082151,SRR1082262,SRR1082544,SRR1078759,SRR1079754,SRR1079900,SRR1080117,SRR1080294,SRR1075874,SRR1076022,SRR1076244,SRR1076268,SRR1076417,SRR1076868,SRR1076990,SRR1077405,SRR1078066,SRR1078090,SRR1073435,SRR1073459,SRR1073991,SRR1074066,SRR1074090,SRR1074385,SRR1075102,SRR1075174,SRR1075336,SRR1075804,SRR1071519,SRR1071668,SRR1071761,SRR1072007,SRR1072104,SRR1072199,SRR1072367,SRR1072700,SRR1072821,SRR1072920,SRR1072972,SRR1073021,SRR1073167,SRR1068953,SRR1069141,SRR1069166,SRR1069352,SRR1069714,SRR1069778,SRR1070382,SRR1070403,SRR1070549,SRR1070689,SRR1070764,SRR1070884,SRR819719,SRR819771,SRR820078,SRR821050,SRR821231,SRR821602,SRR821666,SRR816541,SRR816770,SRR818033,SRR818210,SRR814195,SRR814268,SRR814820,SRR814967,SRR815140,SRR815326,SRR815711,SRR815970,SRR811607,SRR812012,SRR812152,SRR812436,SRR812598,SRR812745,SRR813208,SRR813234,SRR810319,SRR810689,SRR810761,SRR810829,SRR810877,SRR811029,SRR811193,SRR663753,SRR664854,SRR807971,SRR807995,SRR808542,SRR808590,SRR808614,SRR661973,SRR662233,SRR662534,SRR663633,SRR663645,SRR660626,SRR660933,SRR661349,SRR663320,SRR665405,SRR656982,SRR657127,SRR657635,SRR658719,SRR659555,SRR659649,SRR656457,SRR656745,SRR657754,SRR657777,SRR658307,SRR627455,SRR654874,SRR821043,SRR614802,SRR627421,SRR627425,SRR627449,SRR613627,SRR614310,SRR615838,SRR603333,SRR604026,SRR604262,SRR604456,SRR612563,SRR612575,SRR601500,SRR601669,SRR602314,SRR602516,SRR602704,SRR602927,SRR595926,SRR598332,SRR598792,SRR599510,SRR600361,SRR601006
ENSG00000228253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178522.0,159503.0,128397.0,0.0,0.0,0.0,0.0,21195.0,144379.0,73024.5,79676.6,107908.0,82843.9,137445.0,53539.5,89039.6,112736.0,141671.0,132349.0,69428.2,101970.0,51666.3,127152.0,115155.0,100570.0,93937.5,14804.9,20314.9,87343.5,121195.0,41438.7,19930.3,134109.0,19235.8,166960.0,86803.8,161173.0,101851.0,109651.0,76823.2,49355.1,76162.2,89330.6,82199.1,106021.0,45492.7,7856.62,127149.0,61871.3,112189.0,107234.0,161138.0,115841.0,86320.1,133885.0,90126.7,16284.7,97674.1,26828.3,123897.0,33736.6,148529.0,80600.4,139926.0,22092.7,69806.1,37595.6,31494.9,79754.6,106262.0,73343.0,53948.9,192782.0,81815.7,90198.8,79658.9,121105.0,45414.8,80664.0,23632.5,83050.1,18593.6,99174.9,154137.0,15801.1,72777.9,35150.6,37171.7,61224.4,23380.2,119469.0,89077.4,104332.0,51863.2,22215.6,114330.0,126147.0,84346.7,107798.0,143673.0,23842.5,25053.1,68171.6,40214.1,24331.9,133630.0,109623.0,18045.9,35607.9,37560.4,61920.6,96485.5,64431.2,126968.0,19817.5,47114.1,39953.8,86122.4,41592.8,119490.0,38220.3,119428.0,26085.9,26387.3,20916.3,71779.6,64964.5,56588.5,108330.0,109507.0,107875.0,19684.7,131609.0,89364.5,130070.0,142271.0,115413.0,112780.0,51917.9,34110.9,28575.3,43024.4,24727.5,139172.0,32182.1,13903.6,39553.6,94139.2,109637.0,19832.4,39196.1,55790.7,12535.5,81908.0,85886.4,42490.0,115709.0,29642.8,60373.3,10482.8,100189.0,118793.0,47955.8,96341.2,35543.7,66851.9,121522.0,21410.4,110027.0,19232.8,90303.0,88881.0,118568.0,152156.0,52420.5,11113.9,53873.7,82972.8,126621.0,91467.0,53102.3,144957.0,51916.2,55211.6,21407.8,16940.2,93401.9,25608.5,92873.0,67140.1,21172.4,77422.7,32347.7,90822.6,124751.0,117259.0,122174.0,35340.7,24234.3,90025.4,110776.0,115922.0,72987.0,110062.0,48782.3,26440.2,21226.7,18104.0,125331.0,84107.1,148070.0,21635.0,125250.0,60370.7,76369.3,60246.4,97434.7,103831.0,90256.3,38596.4,51578.5,67905.9,186304.0,82435.2,20696.2,122188.0,176178.0,109657.0,130304.0,116638.0,19902.3,52355.7,92837.9,24851.4,58387.5,76953.7,31883.3,73182.5,172521.0,186140.0,46602.2,83815.0,56600.8,28412.0,38180.3,64836.1,42273.7,29928.2,122743.0,35647.7,34018.1,135726.0,58132.0,86786.3,32723.1,31618.0,122118.0,62764.3,94781.4,69912.2,73443.1,112886.0,147472.0,157412.0,98108.2,179004.0,62797.6,110882.0,31600.0,31483.1,89247.1,114752.0,66286.3,137011.0,29685.3,20255.9,99830.9,109768.0,68311.8,139175.0,5922.78,86413.8,25052.4,34426.1,31725.6,180153.0,161188.0,57372.7,72048.6,105198.0,97798.1,88152.6,115539.0,12922.7,43116.8,39699.2,106697.0,29955.9,25485.4,152392.0,43874.4,112136.0,122280.0,59149.0,194544.0,58680.8,97932.0,135266.0,25717.4,61898.0,44104.3,70928.5,108653.0,115348.0,22607.1,32130.9,54882.0,11831.4,80152.3,53503.0,94618.8,74277.8,95131.7,121103.0,31262.2,27067.6,152308.0,55752.1,78162.7,58949.9,23783.1,9849.37,160376.0,94023.3,96361.7,43791.8,16534.5,23715.9,102861.0,165117.0,160911.0,22984.1,128698.0,67032.2,80258.2,50281.0,108417.0,88700.4,24556.1,16511.4,74902.1,31649.0,41874.6,89558.0,136133.0,56045.8,102124.0,117711.0,35259.4,111357.0,75953.1,43840.7,25383.9,103912.0,169275.0,88156.6,24146.5,75364.9,32604.5,51263.3,31572.5,110818.0,59796.5,109288.0,119181.0,67681.4,121412.0,112788.0,34485.4,64651.1,108883.0,92676.4,118771.0,29498.4,108129.0,72679.3,106633.0,52328.4,169753.0,64180.7,49918.1,130333.0,129493.0,72865.3,62686.5,107337.0,61113.9,77778.7,60185.5,105071.0,39682.3,27464.1,144034.0,96089.0,139597.0,18574.6,123208.0,124572.0,183490.0,121862.0,41705.0,72093.7,83688.3,18979.7,47147.2,28271.0,80057.7,61281.2,104515.0,120059.0,97680.1,87016.6,104394.0,55596.0,145141.0,95753.3,124598.0,23035.6,32827.7,32487.7,120879.0,73333.1,52030.8,121251.0,137180.0,19847.5,192428.0,131784.0,52680.8,111195.0,121146.0,82715.2,80627.9,46025.3,65975.1,44919.7,24606.3,14942.6,125056.0,178700.0,59681.1,41582.7,73836.1,31762.7,81576.8,103888.0,22364.7,177825.0,75789.9,101889.0,53859.0,118617.0,30587.1,168160.0,120267.0,66991.7,25978.5,161840.0,76622.8,29265.3,57062.5,32501.9,52016.9,34080.2,137855.0,27244.1,105402.0,116089.0,50822.1,107540.0,69014.3,22813.1,133464.0,29185.1,36178.7,93951.6,75902.9,110417.0,47963.2,147889.0,140510.0,35710.7,51984.8,13285.4,17534.8,39960.3,41254.0,52414.0,12830.3,74770.5,114256.0,28587.3,72698.7,68343.7,68297.1,40335.3,84320.7,42930.3,32961.4,76217.6,56012.4,19384.3,89289.7,140513.0,41746.4,47314.5,86595.1,29784.6,47153.8,101545.0,43233.5,25983.1,55699.1,56472.3,47293.5,35697.0,23592.5,23435.1,26110.9,13439.8,46116.8,26232.4,30785.9,28741.4,41068.8,96076.1,35549.1,19265.5,26483.2,40239.1,120256.0,27004.4,23077.8,109984.0,54538.3,122639.0,40696.2,79238.4,57224.5,23535.2,74359.6,90521.6,38187.4,29921.2,18834.9,45930.8,27175.7,87443.5,69783.6,21820.7,21793.6,54431.2,129679.0,63107.0,101419.0,117081.0,30138.0,52715.9,50682.7,70294.0,44638.9,75177.0,57651.4,99704.7,39402.4,43828.8,31819.0,59091.4,92934.4,106569.0,61444.2,22040.3,134545.0,91790.3,24663.8,24336.9,26832.0,50017.7,85345.7,110319.0,112976.0,17859.3,53584.9,24454.3,35019.5,22354.1,118429.0,107959.0,26927.6,55231.1,15376.4,60120.2,71889.0,29310.1,60457.0,88018.2,20655.0,35894.0,53444.0,27268.5,56443.6,104233.0,23687.9,45708.5,89484.5,33644.8,38021.4,25799.0,28698.3,20387.0,80565.4,20045.1,18141.3,112411.0,24678.9,2605.74,86341.4,29612.5,23398.6,55525.7,86088.2,59367.6,48788.0,135682.0,43841.4,13847.7,30136.7,29978.3,47037.1,75710.9,26282.4,44067.0,53758.2,59132.8,36265.5,43580.4,139320.0,38933.0,26436.2,58949.2,26789.0,92248.7,25474.0,24801.9,132638.0,42385.3,23564.6,101476.0,51381.9,109296.0,74488.5,59467.7,66312.1,77617.9,126735.0,78714.4,84320.6,61582.6,24366.4,109295.0,85558.2,108867.0,34458.9,24810.6,52689.8,75528.3,91730.1,66617.9,29001.1,65650.4,107844.0,25781.1,76135.2,122949.0,128410.0,56737.0,97782.9,58494.2,28997.0,97484.2,104822.0,84415.0,107429.0,119877.0,35878.5,174483.0,114230.0,101013.0,123346.0,67149.9,28440.5,45632.3,102241.0,25976.7,130945.0,86070.1,33344.5,94019.9,116971.0,125950.0,143715.0,50946.9,127791.0,16327.7,55945.7,67755.3,125845.0,48988.0,25881.5,82176.8,71944.7,74167.0,66930.1,46296.0,43130.1,34428.6,46797.2,40810.8,42887.1,42179.2,33594.2,44854.9,61670.8,61188.3,64431.6,20728.6,65242.3,45142.1,91058.2
ENSG00000198899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53205.8,76205.9,57295.1,0.0,0.0,0.0,0.0,11751.0,39419.9,31247.2,41318.9,40677.9,48603.3,60394.2,26030.7,40448.1,80754.1,48125.8,40199.3,35418.0,28954.2,25007.2,55122.6,43210.2,46614.6,44201.5,7637.83,8552.15,33476.3,49625.7,22437.9,11733.3,53606.5,10275.0,61997.0,43404.0,48647.9,54487.4,41841.6,33823.1,21265.7,25307.5,27652.9,33950.4,35196.4,19416.4,3928.4,73548.4,21683.7,35498.1,37907.1,54923.1,39741.3,31642.9,47770.3,54449.3,9091.34,54152.4,9305.77,59516.2,15415.5,45702.3,41941.6,45495.0,9754.36,22552.5,27532.7,12835.1,54745.3,45634.9,43906.1,25214.4,64098.2,29893.0,66255.1,27896.0,37060.1,22651.3,36169.4,11600.5,39925.2,7694.79,22166.0,69767.9,6876.09,30093.5,9915.52,17028.9,31990.1,8944.79,52936.6,34068.8,42945.6,23781.9,9511.26,49962.8,51492.2,24609.8,44969.1,73311.4,9957.35,10310.3,28478.5,14174.4,29721.1,50552.8,34645.7,12052.5,19640.5,11983.8,23478.2,44151.5,57754.5,48704.1,10120.0,13032.3,14319.0,40110.6,23382.5,56215.7,16655.5,50526.0,11667.6,12480.8,8922.69,20905.9,23133.3,23552.2,38141.5,32494.6,39556.2,9020.8,50068.3,37589.1,63587.6,70448.9,52860.7,54105.9,27975.3,13325.3,11668.4,16723.6,10071.1,46116.4,16196.4,6860.32,25669.8,45650.5,55378.5,10840.9,16922.1,24063.9,6790.56,44847.3,55917.9,19496.4,50701.6,14212.5,22672.4,4715.95,42251.8,50347.0,43833.5,49703.7,20807.9,35353.2,49204.1,10611.6,49594.9,7143.49,51424.6,34925.3,62752.8,45092.7,29171.6,4934.55,24298.6,42801.6,61751.7,23664.6,25794.9,61764.5,23009.0,22041.6,10880.4,8074.28,29529.9,10685.4,38123.8,29527.5,11513.5,42884.8,11756.9,38727.6,51396.4,53117.9,63358.8,14812.2,10935.1,55498.1,48941.0,51765.4,28865.0,52500.2,15205.7,8717.84,9711.02,8635.43,32172.0,45988.5,77675.4,11357.2,49401.6,27793.7,33102.0,31365.8,33426.7,49804.4,58297.1,11517.9,25446.8,28528.9,59986.1,39272.6,8321.8,39383.4,60184.1,40158.7,64956.8,56033.3,8315.69,27657.6,35103.8,9881.59,24005.0,42597.0,13954.4,27757.4,52677.4,67243.7,22948.6,31310.5,36178.4,9185.46,10771.3,27615.7,19674.0,14004.2,45515.8,12681.0,14132.4,59439.9,25789.6,47777.7,11537.0,10645.0,58027.8,22963.5,41173.8,28630.4,40795.2,32653.3,53364.7,76112.6,44736.3,61357.3,28338.9,57635.7,11444.8,13966.9,43925.8,46883.4,34931.6,59652.8,12642.3,9758.28,51168.4,32087.7,38932.5,46551.1,3813.51,44961.6,9008.47,9037.81,12105.2,63016.4,33173.9,25670.4,43692.3,47041.7,32131.4,37759.3,43121.5,6372.52,23948.6,14331.0,67006.6,13712.3,13250.1,51513.0,12877.5,63923.7,42340.6,32879.4,95810.1,24122.5,32318.2,65648.6,9665.91,29192.2,18553.4,25230.3,35913.6,43704.7,8480.49,10414.6,26920.9,7463.05,35477.6,23027.3,51141.2,23690.7,45929.9,49224.0,9967.68,12078.6,46706.5,21788.5,45379.1,36031.5,10111.0,6713.76,59187.9,64751.2,51851.8,16265.1,8468.49,9608.54,55459.5,47218.8,63449.8,10792.3,57595.4,45094.5,31531.8,24822.6,31443.8,43379.3,11972.0,8485.71,30608.0,11526.5,17340.6,36238.5,49975.9,22449.6,54704.0,50678.2,12654.5,58299.9,34118.6,44343.1,11577.3,40095.1,43461.0,27524.1,8605.94,32776.7,12862.8,25375.8,13368.0,49542.7,23645.5,53202.6,43363.2,22868.0,47416.3,63753.4,19854.9,31042.0,65670.6,47084.6,47081.2,12334.4,45631.2,26743.3,42186.0,27713.5,56694.8,33626.2,24355.5,55233.0,42263.6,33310.5,25536.9,43416.4,24541.7,23790.0,21362.1,55100.8,21591.0,10984.9,54318.0,47642.6,52364.1,12926.5,47235.4,65032.2,54204.0,58133.8,17437.3,32846.3,46694.3,9217.66,23640.8,11518.1,46283.0,32641.4,66324.8,53137.4,38846.0,31441.5,49587.7,34048.8,53401.8,45361.2,52397.8,8988.76,20816.2,12552.8,49424.9,32380.1,25412.5,54790.3,53862.4,7282.16,60081.5,54593.3,25418.7,50169.0,47450.3,44982.4,33301.7,21321.2,25175.7,17233.2,11080.3,8576.43,54581.3,56550.8,31523.8,13523.3,53684.1,10647.5,33077.8,43080.5,11628.7,50576.2,32479.4,42122.9,24035.1,43804.5,12769.6,71193.6,55562.4,28628.8,8175.42,57253.5,34101.2,13502.3,32119.2,13191.1,28460.1,14873.9,75923.2,11409.5,59790.7,39440.4,25755.2,56697.0,38411.1,13011.3,47783.0,13514.9,16318.4,37960.5,32484.5,55280.7,22197.8,59416.4,46451.3,21216.2,26416.1,6258.0,8299.0,18300.1,21740.4,27992.9,7335.14,26308.7,38462.7,13830.9,33729.8,25758.6,19874.6,18381.1,23913.4,15431.6,11458.6,33226.6,26180.6,7965.21,29126.2,59564.0,16735.0,15243.4,42764.7,13364.9,19835.1,44970.0,19677.0,9981.65,26181.7,24027.7,23194.8,22219.3,8305.76,8631.95,10114.4,7445.49,19458.3,13150.2,18628.3,11350.5,23292.3,30969.7,16615.8,8256.7,12559.2,11905.5,46853.7,10556.5,9349.09,35216.6,20137.2,43204.9,22564.5,34560.4,22723.0,10431.3,23397.4,36992.1,13704.1,12793.6,7622.9,17571.8,18659.0,34531.8,33423.0,11516.8,7906.46,16353.7,45195.6,26633.3,32747.8,37763.2,10322.5,21601.8,27159.0,27638.2,19637.3,33037.3,23789.4,50084.3,16177.1,21938.4,19492.1,25125.0,49048.9,41920.7,22339.0,11458.3,52056.7,43144.1,9404.82,10372.3,11595.5,18236.8,29949.5,52047.0,39155.2,10159.1,25412.7,12287.7,16973.1,9887.3,47344.6,45522.9,11709.3,28249.0,7949.94,21426.4,30524.1,16735.8,24139.8,35861.1,9857.7,18145.4,22048.7,9792.6,23744.1,62401.6,11484.3,19242.7,34215.6,14433.4,13399.9,29086.9,10175.1,8617.58,33957.6,10331.2,10190.4,65463.7,12624.9,1842.2,32531.2,12195.9,11415.9,22222.6,31698.1,20082.3,22261.4,53172.2,14509.9,7227.4,11064.2,14582.0,21468.5,24211.4,11793.6,20239.7,22450.8,26611.5,14152.8,21009.7,45739.3,13628.3,18361.5,18559.4,11312.5,33597.6,8670.21,8472.72,60899.6,12918.0,10012.9,35497.2,19749.4,38296.4,23334.6,13463.7,23458.8,24521.4,51111.6,22246.8,31640.5,23494.2,8374.33,37063.4,23734.5,36880.6,9978.64,8829.59,18810.7,31713.3,36435.2,17919.4,11503.9,16231.7,40660.7,11255.9,23677.6,43828.9,39812.7,16014.6,45234.3,18404.9,8739.81,37430.5,23757.9,26894.3,34812.6,52887.3,7345.8,39659.5,41851.0,32073.6,52805.3,13532.5,9932.96,31453.1,53330.7,9013.15,38265.3,25079.9,12630.2,40511.2,37094.8,39315.4,39408.5,10783.8,36428.3,11751.4,26542.6,23085.0,38928.9,11908.2,21791.3,35010.5,40781.9,55601.7,56994.7,49044.5,52448.0,24138.6,37984.5,38986.4,25809.2,35734.2,29341.3,34510.8,50448.5,49617.0,49115.0,14245.1,49129.2,45507.7,65950.1
