,Entrez_Gene_Id,counts,Perc_Bi_Allelic,Density
317,8605.0,2.0,0.0,
318,6248.0,2.0,0.0,
319,4539.0,2.0,0.0,
320,145864.0,2.0,0.0,33.1
321,6542.0,2.0,0.0,
322,127435.0,2.0,0.0,
323,395.0,2.0,0.0,
324,6520.0,2.0,0.0,
325,23158.0,2.0,0.0,
326,8667.0,2.0,0.0,
327,23020.0,2.0,0.0,
328,369.0,2.0,0.0,
329,55664.0,2.0,0.0,
330,55660.0,2.0,0.0,
331,57705.0,2.0,0.0,
332,4583.0,2.0,0.0,985.7
333,440699.0,2.0,0.0,
334,351.0,2.0,0.0,
335,203100.0,2.0,0.0,
336,8642.0,2.0,0.0,
337,55626.0,2.0,0.0,
338,6402.0,2.0,0.0,
339,4647.0,2.0,0.0,835.1
340,150681.0,2.0,0.0,
341,90203.0,2.0,0.0,
342,80210.0,2.0,0.0,
343,2162.0,2.0,0.0,
344,55930.0,2.0,0.0,775.3
345,374393.0,2.0,0.0,
346,389763.0,2.0,0.0,
347,4745.0,2.0,0.0,
348,80059.0,2.0,0.0,
349,53353.0,2.0,0.0,240.8
350,53347.0,2.0,0.0,
351,150160.0,2.0,0.0,
352,4753.0,2.0,0.0,
353,57493.0,2.0,0.0,
354,57634.0,2.0,0.0,396.3
355,374654.0,2.0,0.0,
356,4157.0,2.0,0.0,
357,1615.0,2.0,0.0,
358,5264.0,2.0,0.0,
359,10284.0,2.0,0.0,
360,4129.0,2.0,0.0,
361,10268.0,2.0,0.0,
362,84970.0,2.0,0.0,
363,4919.0,2.0,0.0,
364,8325.0,2.0,0.0,355.3
365,51366.0,2.0,0.0,1062.9
366,57579.0,2.0,0.0,
367,84164.0,2.0,0.0,
368,10460.0,2.0,0.0,1083.0
369,11093.0,2.0,0.0,
370,23090.0,2.0,0.0,
371,23094.0,2.0,0.0,
372,6716.0,2.0,0.0,
373,55734.0,2.0,0.0,531.2
374,158358.0,2.0,0.0,
375,89894.0,2.0,0.0,
376,80070.0,2.0,0.0,353.8
377,10514.0,2.0,0.0,333.3
378,23225.0,2.0,0.0,
379,55630.0,2.0,0.0,
380,4703.0,2.0,0.0,140.6
381,119395.0,2.0,0.0,
