,Entrez_Gene_Id,counts,Perc_Bi_Allelic,Density
640,9515.0,3.0,1.0,
641,26470.0,3.0,1.0,
642,163131.0,3.0,1.0,
643,3797.0,3.0,1.0,
644,79633.0,3.0,1.0,
645,24149.0,3.0,1.0,
646,56969.0,3.0,1.0,
647,158326.0,3.0,1.0,110.6
648,645752.0,3.0,1.0,
649,4914.0,3.0,1.0,
650,3691.0,3.0,1.0,
651,283450.0,3.0,1.0,166.1
652,54888.0,3.0,1.0,1769.1
653,23247.0,3.0,1.0,12.1
654,10733.0,3.0,1.0,
655,51093.0,3.0,1.0,
656,95.0,3.0,1.0,
657,91752.0,3.0,1.0,31.0
658,283446.0,3.0,1.0,
659,81794.0,3.0,1.0,
660,100533467.0,3.0,1.0,
661,3619.0,3.0,1.0,402.5
662,1660.0,3.0,1.0,
663,9748.0,3.0,1.0,
664,3749.0,3.0,1.0,
665,81871.0,3.0,1.0,
666,3587.0,3.0,1.0,
667,1951.0,3.0,1.0,
668,401262.0,3.0,1.0,
669,10207.0,3.0,1.0,
670,90075.0,3.0,1.0,
671,54790.0,3.0,1.0,
672,10451.0,3.0,1.0,837.9
673,6744.0,3.0,1.0,
674,5792.0,3.0,1.0,
675,160518.0,3.0,1.0,
676,11025.0,3.0,1.0,1017.2
677,3270.0,3.0,1.0,532.5
678,8743.0,3.0,1.0,
679,6927.0,3.0,1.0,
680,57187.0,3.0,1.0,
681,23637.0,3.0,1.0,
682,1794.0,3.0,1.0,1021.1
683,389677.0,3.0,1.0,281.7
684,54796.0,3.0,1.0,238.9
685,9411.0,3.0,1.0,286.2
686,576.0,3.0,1.0,
687,26130.0,3.0,1.0,758.7
688,51056.0,3.0,1.0,
689,7701.0,3.0,1.0,77.1
690,134549.0,3.0,1.0,
691,3607.0,3.0,1.0,
692,100132386.0,3.0,1.0,
693,56980.0,3.0,1.0,113.4
694,26154.0,3.0,1.0,129.1
695,8756.0,3.0,1.0,
696,4665.0,3.0,1.0,
697,388561.0,3.0,1.0,
698,7639.0,3.0,1.0,
699,54014.0,3.0,1.0,266.3
700,2475.0,3.0,1.0,
701,23033.0,3.0,1.0,
702,23341.0,3.0,1.0,
703,64783.0,3.0,1.0,
704,375248.0,3.0,1.0,41.0
705,57508.0,3.0,1.0,146.2
706,80003.0,3.0,1.0,
707,11015.0,3.0,1.0,
708,85456.0,3.0,1.0,
709,9669.0,3.0,1.0,
710,57674.0,3.0,1.0,400.5
711,120.0,3.0,1.0,
712,1457.0,3.0,1.0,
713,8913.0,3.0,1.0,45.1
714,8312.0,3.0,1.0,504.0
715,9605.0,3.0,1.0,
716,25981.0,3.0,1.0,96.9
717,8842.0,3.0,1.0,
718,2804.0,3.0,1.0,224.1
719,148213.0,3.0,1.0,
720,6854.0,3.0,1.0,
721,154754.0,3.0,1.0,
722,1200.0,3.0,1.0,
723,25925.0,3.0,1.0,
724,9863.0,3.0,1.0,1671.5
725,5443.0,3.0,1.0,
726,773.0,3.0,1.0,1217.2
727,11016.0,3.0,1.0,
728,7832.0,3.0,1.0,
729,390439.0,3.0,1.0,
730,2590.0,3.0,1.0,
731,84953.0,3.0,1.0,
732,375449.0,3.0,1.0,131.4
733,4791.0,3.0,1.0,
734,1272.0,3.0,1.0,
735,1793.0,3.0,1.0,
736,386682.0,3.0,1.0,
737,6323.0,3.0,1.0,136.0
738,91404.0,3.0,1.0,
739,161357.0,3.0,1.0,
740,8645.0,3.0,1.0,
741,80326.0,3.0,1.0,
742,5795.0,3.0,1.0,583.4
743,57805.0,3.0,1.0,
744,442582.0,3.0,1.0,
745,2735.0,3.0,1.0,
746,81550.0,3.0,1.0,
747,4780.0,3.0,1.0,
748,3305.0,3.0,1.0,1340.2
749,90507.0,3.0,1.0,
750,1657.0,3.0,1.0,702.6
751,157285.0,3.0,1.0,
752,163589.0,3.0,1.0,
753,348094.0,3.0,1.0,
754,2197.0,3.0,1.0,
755,28610.0,3.0,1.0,
756,10915.0,3.0,1.0,
757,57492.0,3.0,1.0,796.8
758,57480.0,3.0,1.0,17.1
759,5786.0,3.0,1.0,
760,83481.0,3.0,1.0,309.2
761,255189.0,3.0,1.0,
762,221092.0,3.0,1.0,215.7
763,554223.0,3.0,1.0,
764,646214.0,3.0,1.0,
765,23091.0,3.0,1.0,349.6
766,1213.0,3.0,1.0,
767,7082.0,3.0,1.0,
768,6860.0,3.0,1.0,
769,100526740.0,3.0,1.0,
770,719.0,3.0,1.0,
771,199713.0,3.0,1.0,
772,5295.0,3.0,1.0,1206.1
773,3116.0,3.0,1.0,
774,51735.0,3.0,1.0,259.7
775,23426.0,3.0,1.0,
776,7222.0,3.0,1.0,
777,7026.0,3.0,1.0,
778,8204.0,3.0,1.0,
779,881.0,3.0,1.0,
780,60485.0,3.0,1.0,
781,3172.0,3.0,1.0,659.0
782,10771.0,3.0,1.0,
783,23670.0,3.0,1.0,32.9
784,775.0,3.0,1.0,668.3
785,11309.0,3.0,1.0,827.0
786,10940.0,3.0,1.0,
787,23322.0,3.0,1.0,
788,5255.0,3.0,1.0,337.2
789,79789.0,3.0,1.0,
790,10615.0,3.0,1.0,
791,3930.0,3.0,1.0,
792,4604.0,3.0,1.0,
793,642280.0,3.0,1.0,
794,8148.0,3.0,1.0,
795,55728.0,3.0,1.0,
796,5339.0,3.0,1.0,750.9
797,140766.0,3.0,1.0,
798,23082.0,3.0,1.0,50.0
799,9429.0,3.0,1.0,
800,4669.0,3.0,1.0,
801,5122.0,3.0,1.0,199.3
802,6621.0,3.0,1.0,117.7
803,7038.0,3.0,1.0,306.5
804,11122.0,3.0,1.0,135.7
805,8288.0,3.0,1.0,
806,78999.0,3.0,1.0,
807,168507.0,3.0,1.0,66.7
808,5969.0,3.0,1.0,
809,9847.0,3.0,1.0,
810,10723.0,3.0,1.0,87.2
811,27327.0,3.0,1.0,
812,79613.0,3.0,1.0,
813,5211.0,3.0,1.0,
814,23164.0,3.0,1.0,
815,55339.0,3.0,1.0,524.2
